"title","task_title","note"
"Restaurants","Huntington Pk - Yaya Burger","http://www.laweekly.com/restaurants/this-huntington-park-restaurant-has-the-biggest-torta-menu-in-la-5870505?utm_source=Newsletters&utm_medium=email"
"Restaurants","Hollywood- LUV2EAT THAI BISTRO","http://www.laweekly.com/restaurants/some-fierce-thai-cooking-is-secreted-away-in-the-unlikeliest-part-of-hollywood-5719031?utm_source=Newsletters&utm_medium=email\n\nLUV2EAT THAI BISTRO | 6660 W. Sunset Blvd., Hollywood | (323) 498-5835 | luv2eatthai.com | Daily, 11 a.m.-midnight | Entrees $8-$18.50 | No alcohol"
"Restaurants","Hollywood - Chi Spacca (group dining)","http://darindines.com/2015/07/05/chi-spacca-los-angeles-ca-3/?utm_source=feedburner&utm_medium=email&utm_campaign=Feed%3A+darindines%2FcQis+%28Darin+Dines%29\n\nChi Spacca\n6610 Melrose Ave\nLos Angeles, CA 90036\n"
"Restaurants","SGV - Kang Kang Food Court","104 N Garfield Ave\nMonterey Park, CA 91754\n"
"Restaurants","Monterey Pk - Har Lam Kee","Porridge\n168 E Garvey\n626-569-9915"
"Restaurants","Hollywood - Torung (Thai)","Torung Restaurant\n5657 Hollywood Blvd Hollywood Los Angeles, CA 90028\n(323) 464-2750\nhttp://www.yelp.com/biz/torung-restaurant-los-angeles?utm_source=ishare\n\nCrab fried rice\n"
"Restaurants","HP - Jugos Azteca (Chamango Drink)","5213 York Blvd, Los Angeles, CA 90042"
"Restaurants","Rosemead - Boiling Seafood Wok","Boiling Seafood Wok\n7940 Garvey Ave\nRosemead, CA 91770\nhttp://yelp.com/biz/9ZpJSA9mGa86dEC97anOLg"
"Restaurants","SGV- Phong Dinh (VN Baked Catfish)","http://phongdinh.com/"
"Restaurants","Pasadena - Lincoln Restaurant","Brunch Bowls"
"Restaurants","Downtown - Rice Bar","Filipino Rice Bowl\n419 W. 7th St."
"Restaurants","Bread Street Kitchen","Brunch"
"Restaurants ","The Angry Crab","The Angry Crab\n\nhttp://goo.gl/maps/pM0fu"
"Restaurants ","Flo Restaurant\n\n1434 W Chicago Ave, Chicago, IL 60642\n(312) 243-0477\n\nhttps://www.google.com/search?q=Flo+Restaurant&ludocid=13375750980336641810&hl=en-US#istate=kp:xpd","Flo Restaurant\n\n1434 W Chicago Ave, Chicago, IL 60642\n(312) 243-0477\n\nhttps://www.google.com/search?q=Flo+Restaurant&ludocid=13375750980336641810&hl=en-US#istate=kp:xpd"
"Restaurants","Hola arepa",""
"Restaurants","Cravings Wine Bar - Woodbury","Wine flights and selection were good.\nSmall plates seafood heavy\nDesert cooler looks awesome"
"Restaurants","Roka","Roka  Charlotte street the place to go & hakasan has new rest in Bruton str"
"Restaurants","Groningen","http://www.degroenemeisjes.nl/groene-hotspots-in-groningen/"
"Restaurants","Saladebars","http://www.degroenemeisjes.nl/de-beste-saladebars-van-nederland/#more-22437"
"Restaurants","Den Haag","Exki"
"Restaurants","Haarlem","Meneer Frans\nCrepe affaire\nCafe Colette"
"Restaurants","Rotterdam","\nTo Do\n-mevrouw meijer\n-dertien\n-eetlokaal kuijter\n-\n\n\n\nANDERE STEDEN\n-hills & Mills http://www.hillsmills.nl/ (delft)\n-Haka http://thehaka.nl\n-La Hermana (Barendrecht)"
"Restaurants","Utrecht",""
"Restaurants","Maastricht","http://www.culy.nl/inspiratie/7-hotspots-voor-een-culinair-dagje-maastricht/\n\nhttp://www.degroenemeisjes.nl/plog-maastricht/"
"Restaurants","#Melbourne #Italian #Fine Dining - Centonove","Downstairs is tight and bustling; upstairs is quieter, but over both levels there's the gleam of light on glasses and deft service. The menu always reflects seasonal availability, so braised goat with soft polenta might not always be on, but dishes always turn traditional Italian modern. Yellowfin tuna is served crudo, its softness balanced by pistachios, mint and ruby grapefruit segments. Opened in 1997, the Kew restaurant is still punching with the energy of a place in its early prime.\n109 Cotham Road, Kew, 9817 6468"
"Restaurants","#Melbourne #Italian #Casual - Mister Bianco","Such is people's devotion to owner-chef Joe Vargetto's wine-braised beef cheek with creamed spatzle and pickled radicchio that when he attempted to remove it from the menu there was uproar. Mister Bianco is his neighbourhood restaurant in Kew, and it defines the term – it's equally good for big family birthday bashes as zero-occasion Tuesday nights. There are rooms upstairs and down, and the menu is built for flexibility uniting the finer stuff (seared tuna rounds sandwiching avocado mousse) and the easy classics (hand-cut pasta tangling up shellfish). Another fixture is the pavlova with lime curd and prosecco jelly.\n285 High Street, Kew, 9853 6929"
"Restaurants","#Melbourne #Italian #Fine Dining - The Grand","There's duck fat in the focaccia, wild boar tumbled through tagliatelle, and venison in the pan. That's all you need to know about this corner pub, long favoured by Italophiles, celebrities and celebrity chefs. Olives and house-baked breads arrive at linen-dressed tables in the chocolate-hued dining room, strung with bauble lights by Burnley neighbour Mark Douglass. If it's on, stick your fork in golden, buckwheat polenta-crusted sardines with fresh beans and minted, salted ricotta, or tender char-grilled calamari speckled with parsley and capers.\n\n333 Burnley Street, Richmond, 9429 2530"
"Restaurants","#Melbourne #Italian #Fine Dining - Cafe Di Stasio","Entering Cafe Di Stasio necessitates an encounter of sorts with the larger-than-life owner, Ronnie Di Stasio – the doorknobs are oversized casts of his expressive hands. The restaurant is a Melbourne institution, a slick, elegant, darkened den where modern art meets old-school service. The menu follows a faithful formula: a short selection of well-executed Italian dishes, supplemented by regular specials such as house-made pasta with crab and chilli, and maybe some roasted suckling pig, or duckling. It's an experience above all else, and like no other.\n31 Fitzroy Street, St Kilda, 9525 3999"
"Restaurants","Peron 4/5, Amersfoort","50% korting"
"Restaurants","223 ","Drivers pop cooler seal coke - called Jul 20"
"Restaurants","208","2 washroom garbage cans - sent email Jul 20"
"Restaurants","212","Ants - check hole\nWindow stickers"
"Restaurants","228","Oven hood cleaning - Mukthr has sent request \nDrivers pop cooler spring shelves - called Jul 20"
"Restaurants","202","Grease trap\nOrder garbage can"
"Restaurants","205",""
"Restaurants","707","Soccer's\nMilano lunch 3 months\nMarketing Milano crush\n\nDriver pop cooler seal - called Jul 20"
"Restaurants","218",""
"Restaurants","220","door handles - emailed Sep 14"
"Restaurants","230","Oven weld - Phil answer by Fri Jul 17"
"Restaurants","708 ad under new management ","Print business letters \nOrder menus\nBallot box\nChange sales plan to include order analysis "
"Restaurants","222","Has dark beige paint for women's washroom\nSoap dispenser  called sep 14\nPaint washroom."
"Restaurants","701","Outside lights night"
"Restaurants","211","Check waklin cooler hinge - emailed Sep 14"
"Restaurants","206","1/2 stainers ordered Aug 4"
"Restaurants","233","Follow up front door/MUA\nJune 21 St. Cecila School credit split with 230\nOutlet for 2 proofer. - emailed Sep 14"
"Restaurants","Etto pre theatre - St. Stephens Green","Tasting Menu Delicious\n"
"Restaurants","Nudo - Italiener - Kreuzberg","Lausitzer Platz 10"
"Restaurants","Berlin Soulfood - Kreuzberg","Admiralstraße 20\n\npremium fast and comfort food - Burger, Pasta, Steak, ..."
"Restaurants","Emilio Innobar, Restaurant Caille Concepcion","Mallorca, Tipp von Julia Tamsen"
"Restaurants","Chicago","\n\nGather \n\nLongman and Eagle\n\nThe Publican\n\nGirl and the goat (on my list, let me know if you go)\n\nBlackbird (!!!)\n\nAvec\n\nFarmhouse\n\nPizza- burts, Pequods?\nLou malaria, coal fire, frontera\n\nJoes seafood\n\nGaetanos\nAu cheval\nThe duck inn\nRemington's\nSepia\nMfk\nDoves luncheonette\n"
"Restaurants","kraken congee - Google Search","https://www.google.com/search?client=safari&channel=iphone_bm&site=&source=hp&ei=ZJlmVYOGBZXWoATm8IPoBw&q=kraken+congee&oq=kraken&gs_l=mobile-gws-hp.1.1.0l4j5.2104.2980.0.6152.7.7.0.1.1.1.513.2096.0j3j0j2j1j1.7.0.crnk_mobile.2..0...1.1.64.mobile-gws-hp..3.4.853.3.gYSc-d3VGok#mlpv=0"
"Restaurants","辛麺 真空 - 町田/ラーメン","http://s.tabelog.com/tokyo/A1327/A132701/13051192/\n辛麺 真空 (町田/ラーメン)の店舗情報は食べログでチェック！口コミや評価、写真など、ユーザーによるリアルな情報が満載です！地図や料理メニューなどの詳細情報も充実。"
"Restaurants","ケ・リコ！ （QUE RICO!） - 自由が丘/メキシコ料理","http://s.tabelog.com/tokyo/A1317/A131703/13164898/\nケ・リコ！ /QUE RICO! (自由が丘/メキシコ料理)の店舗情報は食べログでチェック！口コミや評価、写真など、ユーザーによるリアルな情報が満載です！地図や料理メニューなどの詳細情報も充実。"
"Restaurants","ラーメンおやじ 町田店 - 町田/ラーメン [食べログ]","http://s.tabelog.com/tokyo/A1327/A132701/13006031/\nラーメンおやじ 町田店 (町田/ラーメン)の店舗情報は食べログでチェック！口コミや評価、写真など、ユーザーによるリアルな情報が満載です！地図や料理メニューなどの詳細情報も充実。"
"Restaurants","Vista Hermosa","Ridgefield Park"
"Restaurants","The Stanton Social","$1 Oysters (5-8 and after 11)\n1/2 Beers (5-8)\nCurry Somosas"
"Restaurants","Short Grain ","Jersey city"
"Restaurants","Daily Dose","DTLA"
"Restaurants","Indian food","Indian restaurants: \n \n·       http://kanishkaofredmond.com/ - Redmond (this is the one Vesa and I tried today) \n \n·       http://theguilttriprestaurant.com/ - Redmond  \n \n·       http://aahaaronline.com/  - Snoqualmie (wait times during weekend can be extremely long so plan accordingly) \n \n·       http://claypit.net/  - Mill Creek/Bothell  \n \n·       http://www.cedarsonbrooklyn.com/ - Seattle/ U-District \n \n·       http://rotirestaurantseattle.com/new - Queen Anne (Never been here, but I’ve heard good review about this place) \n \n·       http://www.naanncurry.com/ - Renton  \n \n·       http://spiceroutecuisine.com – Bellevue (they have 2 restaurants, Spice Route and Moksha, we’ve tried Spice Route which is decent)"
"Restaurants","Pho -noddle soops","Pho-Hoa Redmond next to aArbys and Five guys"
"Restaurants","Bellevue main street","Bis on main \nGinza japones"
"Restaurants","Kw106, Boulevard Zeezijde 41, Katwijk aan zee+ terras + vis",""
"Restaurants","Babu Ji",""
"Restaurants","6th and Birindo","OG short ribs\nSeongbukdong "
"Restaurants","Frühsammers Restaurant • Berlin","http://fruehsammers-restaurant.jimdo.com/speisekarte/"
"Restaurants","Masa - Boulogne-Billancourt","Recommandation Laurent (Chai nous)"
"Restaurants","Sushi","Haguruma Baderstr München\n"
"Restaurants","Dead Rabbit","30 Water St. FiDi, $1 oysters 5-7pm daily"
"Restaurants","Nongs khao man gai se ankeny&6","Ankeny &6se"
"Restaurants","BWW","Chicken and fries are okay (can order 2 plain tenders with no sauce)"
"Restaurants","Mugsy","Pizza is okay\nChildren's chicken is okay "
"Restaurants","Chick fil a","Chicken has eggs\n\nAlso uses peanut oil"
"Restaurants","Toms grille","Rolls have eggs in them "
"Restaurants","Bad Bob","Chicken tenders are okay"
"Restaurants","Pattis ","Chips okay\n\nFlowe pot Bread has eggs in it"
"Restaurants","SPINDLER - Berlin X-Berg","Paul-Lincke-Ufer 42, 10999 Berlin\n030 69598880"
"Restaurants","VOLT - Berlin X-Berg","Paul-Lincke-Ufer 21\n030 338402320"
"Restaurants","Andy's Thai kitchen","Boat noodles\n"
"Restaurants","Parachute","Stuffed bread"
"Restaurants","Mix & Rice","korean food\n\n尖沙咀漆咸道南81號南海大廈地下C號舖"
"Restaurants","南龍冰室","銅鑼灣敬誠街1 -3 號地鋪及1樓"
"Restaurants","58Fifty Bistro & Martini Bar","5850 Fayettville Rd\nDurham, NC 27713"
"Restaurants","Glasshalfull","106 S Greensboro St\nCarrboro, NC 27510"
"Restaurants","Gocciolina","http://www.gocciolina.com/\n3314 Guess Rd\nDurham, NC 27705"
"Restaurants","Wondergoods","Vegan"
"Restaurants","Suppengrün","Berger Straße "
"Restaurants","Hurry Curry Of Tokyo","Curry Chili Cheese Fries & Apple Saketinis!\nHappy Hour M-F 3-6pm =\n$3 drinks and appetizers!\n"
"Restaurants","http://ilovemole.com","Gueleguetza - mexican / mole\n"
"Restaurants","Bacaro LA","\nBacaro LA serves ""cicchetti,"" Mediterranean-inspired small plates. \nOur small plates (Cold / Hot / Grilled Pizza) are $8 each, 3 for $21.\n\nHppy Hour\nMonday – Thursday (5pm – 7pm)\n• $6 small plates (hot/cold/grilled pizza)\n• Sangria: $5 ½ Liter / $10 Liter / $14 Pitcher\n\nAlso a location in Playa Del Rey at pase of ballona creek\n\nBeginning Sunday at Bacari PDR and Jan. 25 at Bacaro L.A., both restaurants will offer a ""beefsteak Sundays"" dinner special. The special takes place Sundays from 5 to 10 p.m. and includes all-you-can-eat grilled hanger steak, oven-roasted potatoes, onion rings and toasted baguette for $35. Dinner also comes with bottomless house red, white and sparkling wine, house beer and sangria."
"Restaurants","http://mvink.com/menu/","https://www.google.com/maps/place/8360+Melrose+Ave+%23107,+Los+Angeles,+CA+90069/@34.0822118,-118.3469467,15z/data=!4m2!3m1!1s0x80c2beb65f1690d1:0xdbd630dd70cec41"
"Restaurants","Lo mejor de la cocina francesa en Buenos Aires | Conexión Brando","http://www.conexionbrando.com/1821843-lo-mejor-de-la-cocina-francesa-en-buenos-aires"
"Restaurants","Dollar Oysters","http://boston.eater.com/maps/dollar-oysters-boston-cambridge-somerville\n"
"Restaurants","Orlando","Nypd pizza\nEddie Vs.  Samara \nSeito sushi \nDandelion communitea cafe\nEthos\nKekes \n"
"Restaurants","Oishi","Red dragon,\nAngela special,\nOishi roll\nCardinal\nSpider roll\n"
"Restaurants","Entrecote, Sth Yarra","Mumm happy hour 4-6pm $12, oysters $2"
"Restaurants","Lui Bar , Rialto","Counter meal 11:30-2pm Thursday to Sunday $39"
"Restaurants","ChickP","490 Bergen St"
"Restaurants","Zürich (Letzigrund) Singapore","Badenerstrasse 530\n8048 Zürich"
"Restaurants","Centre: Flax & kale (c/tallers)","http://www.teresacarles.com/fk/"
"Restaurants","Estrelles michelin a Catalunya","http://www.timeout.es/barcelona/es/comer-y-beber/restaurantes-catalanes-con-estrella-michelin"
"Restaurants","Libertville colleen","Breakfast places. Wine bar. Brewery.\n"
"Restaurants","Fish house","Order lobster bisque and crab cakes. I think\n"
"Restaurants","Stamps - Mitcham","http://www.stampsrestaurant.com.au/menu.php"
"Restaurants","The Lane - Hahndorf","https://www.thelane.com.au/the-experience/dining-room"
"Restaurants","Appellation - Marananga (Barossa)","http://www.thelouise.com.au/dine/food/intro/"
"Restaurants","Publishers Hotel - Franklin St","http://publishershotel.com.au/restaurant/"
"Restaurants","The Locavore - Stirling","http://www.thelocavore.com.au/"
"Restaurants","Assaggio Ristorante - Hyde Park","http://hydepark.assaggio.com.au/menus/"
"Restaurants","d'Arry's Verandah - McLaren Vale","http://darenberg.com.au/menu"
"Restaurants","Fino - Willunga","http://fino.net.au/willunga/dining/food/"
"Restaurants","The Elbow Room - McLaren Vale","http://www.theelbowroom.com.au/index.php/menus"
"Restaurants","Hill of Grace - Adelaide Oval","http://www.adelaideoval.com.au/library/HOG%20MASTER.pdf"
"Restaurants","Maximilian's - Verdun","http://maximilians.com.au/menu-downloads"
"Restaurants","The Rising  - Kensington","http://therisingsun.com.au/\nhttp://therisingsun.com.au/wp-content/uploads/2015/07/winter15-menu.pdf"
"Restaurants","Leonard's Mill - Second Valley","http://www.leonardsmill.com/food.php"
"Restaurants ","Indian Restaurants","Re; Indian restaurants – here are few suggestions\na)      Vegetarian (south Indian veg) –\n\na.       Madras Pavilion in Richardson\n\nb.      Sharavana Bhavan in Irving\n\nc.       Malgudi Garden in Plano\n\nb)      North Indian (veg and non-veg)\n\na.       Mughalai, near Galleria\n\nb.      India Palace (635 and Preston)\n\nc)       South Indian\n\na.       Chennai Café in Frisco\n\nb.      Iravat in Plano\n\nc.       A few others in North Plano (Coconut express, Biryani pot)\n\nd)      Indo-Chinese\n\na.       Inchin’s Bamboo Garden"
"Restaurants","Le Mercury, upper street","Arthur "
"Restaurants","The jones family project, old street (latham managers dinner)",""
"Restaurants","Archers street bar",""
"Restaurants","Happy Hour","Brooklyn Athletic Club"
"Restaurants","Shaka-Zulu.com","http://www.shaka-zulu.com/gallery/restaurant"
"Restaurants","Olivomare","Italian sea food. Pimlico. Great food. Pricey. "
"Restaurants","Tozi","Jan 2015 Anna's leaving do\nItalian at Gillian St off Vauxhall Bridge Rd \nFantastic food including tapas option. \nLunch for 8 inc 2 bottles of upper range wine \n450. \n"
"Restaurants","The Goat, Fulham","In Fulham accessible by bus: 14/414 to putney bridge, 85 to Kingston. "
"Restaurants","Hache","Burger place in Fulham. Great. Went with SSC for Mark, Ania's and Trev's leaving do. "
"Restaurants","Blue duck tavern at park Hyatt in DC","Apple pie aka mode"
"Restaurants","Graffiti (Det Shoreway) ","Patio! \n\nMonte Cristo"
"Restaurants","Cha","Det Shoreway\n\nPizza"
"Restaurants","Citizen Pie","15710 Waterloo"
"Restaurants","Toast","Old world charming house feel\n\nPatio\n\nWine bar\n\nClosed Sun\n"
"Restaurants","Murray circle + Farley bar in fort baker",""
"Restaurants","Plaj  for dinner near symphony on","On inn at the opera on Fulton"
"Restaurants","Soba","Standard Asian"
"Restaurants","Meat and potatoes","Good for brunch"
"Restaurants","The hotdog shop","Dogs and tacos"
"Restaurants","Butcher in the Rye","Same chef as meat and potatoes"
"Restaurants","Umi","Sushi"
"Restaurants","Cafe Raik","Old peachtree/85-closed sun"
"Restaurants","Beasley Farms - true farm to table dinner - 10137 Preston are, Brooksville, FL (352)799-6752",""
"Restaurants","Waterwheel","Finer dining in historic atmosphere \n4424 old Easton road \nDoylestown \n"
"Restaurants","小蝸牛","http://www.j-ping.com/k2pasta/"
"Restaurants","Sapp Coffee Shop","Thai for lunch"
